Scheme Name	Net Asset Value
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	26.5398
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	24.3094
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	26.5188
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	27.6571
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	22.6621
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.	21.4702
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	20.9236
HDFC Value Fund - Growth Option - Direct Plan	870.762
HDFC Value Fund - Growth Plan	777.296
HDFC Value Fund - IDCW Option - Direct Plan	45.045
HDFC Value Fund - IDCW Plan	36.196
HSBC Value Fund - Direct Growth	128.066
HSBC Value Fund - Direct IDCW	68.9468
HSBC Value Fund - Regular Growth	114.3397
HSBC Value Fund - Regular IDCW	54.3703
ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth	542.37
ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - IDCW	126.79
ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Growth	492.67
ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - IDCW	41.61
ITI Value Fund - Direct Plan - Growth Option	18.7397
ITI Value Fund - Direct Plan - IDCW Option	18.7397
ITI Value Fund - Regular Plan - Growth Option	17.1371
ITI Value Fund - Regular Plan - IDCW Option	17.1371
JM Value Fund (Direct) - Growth Option	110.5757
JM Value Fund (Direct) - IDCW	75.3396
JM Value Fund (Regular) - Growth Option	98.0343
JM Value Fund (Regular) - IDCW	68.4562
LIC MF Value Fund-Direct Plan-Growth	26.7903
LIC MF Value Fund-Direct Plan-IDCW	26.768
LIC MF Value Fund-Regular Plan-Growth	24.7968
LIC MF Value Fund-Regular Plan-IDCW	24.7969
Mahindra Manulife Value Fund - Direct Plan - Growth	12.0674
Mahindra Manulife Value Fund - Direct Plan - IDCW	12.0674
Mahindra Manulife Value Fund - Regular Plan - Growth	11.9079
Mahindra Manulife Value Fund - Regular Plan - IDCW	11.9079
NIPPON INDIA VALUE FUND - DIRECT Plan - IDCW Option	73.1286
Nippon India Value Fund - Direct Plan Growth Plan	257.6067
NIPPON INDIA VALUE FUND - IDCW Option	46.8855
Nippon India Value Fund- Growth Plan	234.6738
Quant Value Fund - Growth Option  - Direct Plan	21.4644
Quant Value Fund - Growth Option - Regular Plan	20.0935
Quant Value Fund - IDCW Option - Direct Plan	20.3941
Quant Value Fund - IDCW Option- Regular Plan	20.2036
Quantum Value Fund - Direct Plan Growth Option	133.71
Quantum Value Fund - Direct Plan IDCW	133.98
Quantum Value Fund - Regular Plan Growth Option	127.59
Quantum Value Fund - Regular Plan IDCW	127.45
Sundaram Value Fund Direct Plan - Growth	241.5133
Sundaram Value Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	21.3143
Sundaram Value Fund Regular Plan - Growth	227.5750
Sundaram Value Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	17.5095
Tata Value Fund - Regular Plan - Payout of IDCW-Option A(5%)	135.2274
Tata Value Fund - Regular Plan -Growth Option	363.5344
Tata Value Fund -Direct Plan Growth Option	410.8249
Tata Value Fund Regular Plan - Payout of IDCW-Option B(10%)	121.6844
Tata Value Fund- Direct Plan - Payout of IDCW -Option B(10%)	139.6153
Tata Value Fund- Direct Plan -Payout of IDCW-Option A(5%)	150.9549
Union Value Fund - Direct Plan - Growth Option	31.21
Union Value Fund - Direct Plan - IDCW Option	31.21
Union Value Fund - Regular Plan - Growth Option	29.28
Union Value Fund - Regular Plan - IDCW Option	29.28
UTI Value Fund - Direct Plan - Growth Option	190.9741
UTI Value Fund - Direct Plan - IDCW	62.2835
UTI Value Fund - Regular Plan - Growth Option	174.0657
UTI Value Fund - Regular Plan - IDCW	50.7274
ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan - Half Yearly Dividend	10.9255
ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option	35.5313
ICICI Prudential Gilt Fund Investment Plan PF Option - Growth	34.9646
ICICI Prudential Gilt Fund Investment Plan PF Option - Half Yearly Dividend	11.2587
ICICI Prudential Gilt Investment PF Option - Bonus	14.0584
ICICI Prudential Gilt Investment PF Option - Direct Plan Bonus	14.5046
ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Half Yearly Dividend	11.5773
ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Quarterly Dividend	13.3340
ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option	25.8427
ICICI Prudential Gilt Fund Treasury Plan PF Option - Growth	25.2302
ICICI Prudential Gilt Fund Treasury Plan PF Option - Half Yearly Dividend	11.0700
ICICI Prudential Gilt Fund Treasury Plan PF Option - Quarterly Dividend	13.1407
ICICI Prudential Gilt Treasury PF Option - Bonus	13.1087
ICICI Prudential Blended Plan A -  Dividend	13.5898
ICICI Prudential Blended Plan A - Direct Plan Bonus	10.9152
ICICI Prudential Blended Plan A - Growth	22.7587
ICICI Prudential Blended Plan A-Direct Plan -  Dividend	13.6408
ICICI Prudential Blended Plan A-Direct Plan -  Growth	23.0933
Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth	1771.71
Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth	1577.63
Aditya Birla Sun Life Equity Hybrid'95 Fund -DIRECT - IDCW	312.46
Aditya Birla Sun Life Equity Hybrid'95 Fund -Regular - IDCW	182.37
Axis Aggressive Hybrid Fund - Direct Plan - Growth Option	23.26
Axis Aggressive Hybrid Fund - Direct Plan - Monthly IDCW	16.49
Axis Aggressive Hybrid Fund - Direct Plan - Quarterly IDCW	15.88
Axis Aggressive Hybrid Fund - Direct Plan - Regular IDCW	16.70
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option	21.13
Axis Aggressive Hybrid Fund - Regular Plan - Monthly IDCW	13.56
Axis Aggressive Hybrid Fund - Regular Plan - Quarterly IDCW	13.97
Axis Aggressive Hybrid Fund - Regular Plan - Regular IDCW	15.13
Bandhan Aggressive Hybrid Fund-Direct Plan Growth	30.753
Bandhan Aggressive Hybrid Fund-Direct Plan IDCW	22.612
Bandhan Aggressive Hybrid Fund-Regular Plan Growth	27.089
Bandhan Aggressive Hybrid Fund-Regular Plan IDCW	19.939
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH	41.89
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW	34.18
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH	38.25
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW	32.42
Baroda BNP Paribas Aggressive Hybrid Fund -DIRECT PLAN- IDCW OPTION	19.2782
Baroda BNP Paribas Aggressive Hybrid Fund- DIRECT PLAN - GROWTH OPTION	32.7987
Baroda BNP Paribas Aggressive Hybrid Fund- REGULAR PLAN- IDCW OPTION	16.7882
Baroda BNP Paribas Aggressive Hybrid Fund- REGULAT PLAN -GROWTH OPTION	28.5279
CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION	421.7100
CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	136.4700
CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - GROWTH OPTION	371.2600
CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	99.0100
DSP Aggressive Hybrid Fund - Direct Plan - Growth	411.182
DSP Aggressive Hybrid Fund - Direct Plan - IDCW	74.849
DSP Aggressive Hybrid Fund- Regular Plan - Growth	364.299
DSP Aggressive Hybrid Fund- Regular Plan - IDCW	29.753
Edelweiss Aggressive Hybrid Fund  - Direct Plan - IDCW Option	34.32
Edelweiss Aggressive Hybrid Fund  - Plan B - IDCW Option	65.85
Edelweiss Aggressive Hybrid Fund - Regular Plan - Growth Option	65.3
Edelweiss Aggressive Hybrid Fund - Regular Plan - IDCW Option	27.65
Edelweiss Aggressive Hybrid Fund- Plan B-Growth Option	64.61
Edelweiss Aggressive Hybrid Fund-Direct Plan-Growth Option	75.62
Franklin India Aggressive Hybrid Fund - Direct - Growth	318.2812
Franklin India Aggressive Hybrid Fund - Direct - IDCW	35.4715
Franklin India Aggressive Hybrid Fund - Growth Plan	277.3437
Franklin India Aggressive Hybrid Fund - IDCW	29.7782
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Direct Plan - Growth option	23.9394
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Regular Plan - Growth option	21.3416
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	23.7425
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	23.0256
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	23.7048
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	23.4609
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	21.3385
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	21.2915
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.	21.3398
Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	22.6208
HDFC Hybrid Equity Fund - Growth Option - Direct Plan	131.852
HDFC Hybrid Equity Fund - Growth Plan	121.342
HDFC Hybrid Equity Fund - IDCW Option - Direct Plan	19.533
HDFC Hybrid Equity Fund - IDCW Plan	16.951
HSBC Aggressive Hybrid Fund - Direct Annual IDCW	20.6258
HSBC Aggressive Hybrid Fund - Direct Growth	65.5046
HSBC Aggressive Hybrid Fund - Direct IDCW	34.2228
HSBC Aggressive Hybrid Fund - Regular Annual IDCW	18.303
HSBC Aggressive Hybrid Fund - Regular Growth	57.4412
HSBC Aggressive Hybrid Fund - Regular IDCW	28.6576
ICICI Prudential Equity & Debt Fund - Annual IDCW	26.24
ICICI Prudential Equity & Debt Fund - Direct Plan - Annual IDCW	29.30
ICICI Prudential Equity & Debt Fund - Direct Plan - Growth	458.45
ICICI Prudential Equity & Debt Fund - Direct Plan - Half Yearly IDCW	31.04
ICICI Prudential Equity & Debt Fund - Direct Plan - Monthly IDCW	72.96
ICICI Prudential Equity & Debt Fund - Growth	412.33
ICICI Prudential Equity & Debt Fund - Half Yearly IDCW	27.44
ICICI Prudential Equity & Debt Fund - Monthly IDCW	45.31
Invesco India Aggressive Hybrid Fund - Direct Plan - Growth	25.6674
Invesco India Aggressive Hybrid Fund - Direct Plan - IDCW (Payout / Reinvestment)	25.5578
Invesco India Aggressive Hybrid Fund - Regular Plan - Growth	22.8392
Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment)	22.8404
JM Aggressive Hybrid Fund (Direct) - Annual Bonus Option	141.0813
JM Aggressive Hybrid Fund (Direct) - Annual IDCW	47.5255
JM Aggressive Hybrid Fund (Direct) - Bonus Option - Principal Units	131.1849
JM Aggressive Hybrid Fund (Direct) - Growth Option	140.8519
JM Aggressive Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units	131.1823
JM Aggressive Hybrid Fund (Direct) - Half Yearly IDCW	101.3523
JM Aggressive Hybrid Fund (Direct) - IDCW	77.6547
JM Aggressive Hybrid Fund (Direct) - Monthly IDCW	101.3225
JM Aggressive Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units	131.1823
JM Aggressive Hybrid Fund (Direct) - Quarterly IDCW	35.6375
JM Aggressive Hybrid Fund (Regular) - Annual Bonus Option - Principal Units	116.1562
JM Aggressive Hybrid Fund (Regular) - Annual IDCW	34.0395
JM Aggressive Hybrid Fund (Regular) - Bonus Option - Principal Units	116.158
JM Aggressive Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units	116.1562
JM Aggressive Hybrid Fund (Regular) - Half Yearly IDCW	89.4651
JM Aggressive Hybrid Fund (Regular) - IDCW	34.283
JM Aggressive Hybrid Fund (Regular) - Monthly IDCW	88.7537
JM Aggressive Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units	116.1562
JM Aggressive Hybrid Fund (Regular) - Quarterly IDCW	31.6782
JM Aggressive Hybrid Fund (Regular) -Growth Option	122.5747
Kotak Aggressive Hybrid Fund - Direct Plan - IDCW - Payout & Reinvestment of Income Distribution cum  capital withdrawal option	46.171
Kotak Aggressive Hybrid Fund - Direct Plan -Growth	75.318
Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option	37.518
Kotak Aggressive Hybrid Fund - Regular Plan -Growth	63.839
LIC MF Aggressive Hybrid Fund-Direct Plan-Growth	229.0089
LIC MF Aggressive Hybrid Fund-Direct Plan-IDCW	22.3047
LIC MF Aggressive Hybrid Fund-Regular Plan-Growth	200.9412
LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW	16.0776
Mahindra Manulife Aggressive Hybrid Fund - Direct Plan - Monthly IDCW	23.1502
Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth	31.3688
Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth	27.9953
Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Monthly IDCW	20.1688
Mirae Asset Aggressive Hybrid Fund - Direct Plan - Growth	39.114
Mirae Asset Aggressive Hybrid Fund - Direct Plan - IDCW	21.837
Mirae Asset Aggressive Hybrid Fund - Regular Plan - Growth	33.368
Mirae Asset Aggressive Hybrid Fund - Regular Plan - IDCW	17.816
Navi Aggressive Hybrid Fund - Direct Plan - Growth	24.2247
Navi Aggressive Hybrid Fund - Direct Plan Annual IDCW	24.1221
Navi Aggressive Hybrid Fund - Direct Plan Half Yearly IDCW	24.1189
Navi Aggressive Hybrid Fund - Direct Plan Monthly IDCW	24.1173
Navi Aggressive Hybrid Fund - Direct Plan Normal IDCW	24.1188
Navi Aggressive Hybrid Fund - Direct Plan Quarterly IDCW	24.1177
Navi Aggressive Hybrid Fund - Regular Plan - Growth	21.1382
Navi Aggressive Hybrid Fund - Regular Plan Annual IDCW	21.1356
Navi Aggressive Hybrid Fund - Regular Plan Half Yearly IDCW	21.1513
Navi Aggressive Hybrid Fund - Regular Plan Monthly IDCW	21.1376
Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW	21.1393
Navi Aggressive Hybrid Fund - Regular Plan Quarterly IDCW	21.1383
Nippon India Aggressive  Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Aggressive Hybrid Fund  - Direct Plan Growth Plan	122.3685
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.0466
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option	0.0234
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.0322
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option	0.0360
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option	0.0224
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.0309
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - IDCW Option	40.9295
NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option	20.2325
NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option	27.2226
Nippon India Aggressive Hybrid Fund - Growth Plan	108.2403
NIPPON INDIA AGGRESSIVE HYBRID FUND - IDCW Option	28.9383
NIPPON INDIA AGGRESSIVE HYBRID FUND - MONTHLY IDCW Option	18.2427
NIPPON INDIA AGGRESSIVE HYBRID FUND - QUARTERLY IDCW Option	24.5416
Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.1261
Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Growth Plan	0.1172
Nippon India Aggressive Hybrid Fund - Segregated Portfolio 2 - Growth Plan	0.0000
PGIM India Aggressive Hybrid Equity Fund - BONUS OPTION	16.60
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Annual Dividend Option	13.27
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Dividend	27.49
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth	158.23
PGIM India Aggressive Hybrid Equity Fund - Dividend Option	15.46
PGIM India Aggressive Hybrid Equity Fund - Growth Option	131.79
PGIM India Aggressive Hybrid Equity Fund - Regular Plan - Annual Dividend Option	12.98
PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Dividend Option	16.48
PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Growth Option	30.02
PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Monthly Dividend Option	26.68
PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option	21.55
PGIM India Aggressive Hybrid Equity Fund-Monthly Dividend Option	23.81
PGIM India Aggressive Hybrid Equity Fund-Quarterly Dividend Option	20.99
quant Aggressive Hybrid Fund - Growth Option - Regular Plan	439.5516
quant Aggressive Hybrid Fund-Growth Option-Direct Plan	481.0038
quant Aggressive Hybrid Fund-IDCW Option - Regular Plan	60.6264
quant Aggressive Hybrid Fund-IDCW Option-Direct Plan	66.6218
SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth	345.4155
SBI Equity Hybrid Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	101.0755
SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	66.1079
SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth	311.9686
Shriram Aggressive Hybrid Fund- Direct Growth	37.525
Shriram Aggressive Hybrid Fund- Direct- IDCW	29.6046
Shriram Aggressive Hybrid Fund- Regular Growth	32.5987
Shriram Aggressive Hybrid Fund- Regular-IDCW	26.0648
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option	191.8398
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Monthly Income Distribution CUM Capital Withdrawal	27.8007
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth	166.7069
Sundaram Aggressive Hybrid Fund(Formerly Known as Principal Hybrid Equity Fund)-Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	43.0942
Tata Aggressive Hybrid Fund -Direct Plan- Growth Option	507.5934
Tata Aggressive Hybrid Fund- Direct Plan - Monthly Payout of IDCW Option	105.8208
Tata Aggressive Hybrid Fund- Direct Plan - Periodic Payout of IDCW Option	111.3038
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option	450.6001
Tata Aggressive Hybrid Fund- Regular Plan - Monthly Payout of IDCW Option	88.9494
Tata Aggressive Hybrid Fund- Regular Plan - Periodic Payout of IDCW Option	91.8339
Union Aggressive Hybrid Fund - Direct Plan - Growth Option	19.62
Union Aggressive Hybrid Fund - Direct Plan - IDCW Option	19.32
Union Aggressive Hybrid Fund - Regular Plan - Growth Option	18.54
Union Aggressive Hybrid Fund - Regular Plan - IDCW Option	18.24
UTI Aggressive Hybrid Fund - Direct Plan - IDCW	48.1524
UTI Aggressive Hybrid Fund - Regular Plan - Growth	418.0084
UTI Aggressive Hybrid Fund - Regular Plan - IDCW	42.7872
UTI Aggressive Hybrid Fund -Direct Plan - Growth	450.603
Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan	29.3744
Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH	27.1729
Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW	11.5053
Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW	11.1178
Axis Arbitrage Fund - Direct Plan - Growth	20.8170
Axis Arbitrage Fund - Direct Plan - Monthly IDCW	12.2191
Axis Arbitrage Fund - Regular Plan - Growth	19.1121
Axis Arbitrage Fund - Regular Plan - Monthly IDCW	11.1223
Bajaj Finserv Arbitrage Fund- Direct Plan-IDCW	11.652
Bajaj Finserv Arbitrage Fund- Regular Plan-Growth	11.474
Bajaj Finserv Arbitrage Fund-Direct Plan-Growth	11.652
Bajaj Finserv Arbitrage Fund-Regular Plan-IDCW	11.474
BANDHAN Arbitrage Fund - Plan B - Dividend	14.86269632
BANDHAN Arbitrage Fund - Plan B - Growth	21.25167644
BANDHAN Arbitrage Fund - Regular Plan - Annual IDCW	11.1404
BANDHAN Arbitrage Fund - Regular Plan - Growth	33.1550
BANDHAN Arbitrage Fund - Regular Plan - Monthly IDCW	10.4227
BANDHAN Arbitrage Fund-Direct Plan- Growth	35.9882
BANDHAN Arbitrage Fund-Direct Plan-Annual IDCW	12.8622
BANDHAN Arbitrage Fund-Direct Plan-Monthly IDCW	10.4723
BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW	13.3208
BANK OF INDIA Arbitrage Fund Direct Plan Growth	14.7343
BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW	13.2797
BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW	14.0002
BANK OF INDIA Arbitrage Fund Regular Growth	14.0921
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW	13.0213
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW	12.7709
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW	13.4821
BARODA BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC IDCW OPTION	11.8620
BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option	10.8560
BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY IDCW Option	10.9678
BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option	10.4634
BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY IDCW Option	10.5731
BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION	16.4194
BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION	17.4001
BARODA BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC IDCW OPTION	11.4319
DSP Arbitrage Fund - Direct - Growth	16.033
DSP Arbitrage Fund - Direct - IDCW	12.692
DSP Arbitrage Fund - Direct - IDCW - Monthly	13.12
DSP Arbitrage Fund - Regular - Growth	15.275
DSP Arbitrage Fund - Regular - IDCW	12.14
DSP Arbitrage Fund - Regular - IDCW - Monthly	11.835
Edelweiss Arbitrage Fund - Direct Plan - IDCW Option	15.2479
Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option	17.5218
Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option	16.1929
Edelweiss Arbitrage Fund - Regular Plan - IDCW Option	14.5445
Edelweiss Arbitrage Fund- Direct Plan- Growth Option	21.3283
Edelweiss Arbitrage Fund- Regular Plan -Bonus Option	19.9036
Edelweiss Arbitrage Fund- Regular Plan- Growth Option	19.8197
Franklin India Arbitrage Fund - Direct - Growth	10.7217
Franklin India Arbitrage Fund - Direct - IDCW	10.7217
Franklin India Arbitrage Fund - Growth	10.6432
Franklin India Arbitrage Fund - IDCW	10.6432
HDFC ARBITRAGE FUND - Growth Option - Direct Plan	32.776
HDFC ARBITRAGE FUND - Quarterly IDCW Option - Direct Plan	24.838
HDFC ARBITRAGE FUND - Retail Growth Option	30.364
HDFC ARBITRAGE FUND - Retail IDCW Option	22.629
HDFC ARBITRAGE FUND - Retail Quarterly IDCW Option	21.645
HDFC ARBITRAGE FUND - Wholesale Growth Option	31.34
HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan	20.677
HDFC ARBITRAGE FUND - Wholesale IDCW Option	10.908
HDFC ARBITRAGE FUND - Wholesale IDCW Option - Direct Plan	11.615
HDFC ARBITRAGE FUND - Wholesale Monthly IDCW - Direct Plan	11.226
HDFC ARBITRAGE FUND - Wholesale Monthly IDCW Option	11.364
HSBC Arbitrage Fund - Direct Growth	20.8363
HSBC Arbitrage Fund - Direct Monthly IDCW	10.4471
HSBC Arbitrage Fund - Direct Quarterly IDCW	11.0898
HSBC Arbitrage Fund - Regular Growth	19.4108
HSBC Arbitrage Fund - Regular Monthly IDCW	10.4544
HSBC Arbitrage Fund - Regular Quarterly IDCW	10.9087
ICICI Prudential Equity - Arbitrage Fund-Institutional Growth Option	26.3343
ICICI Prudential Equity Arbitrage Fund - Bonus	11.8080
ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth	37.7084
ICICI Prudential Equity Arbitrage Fund - Direct Plan - IDCW	17.4821
ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus	14.7363
ICICI Prudential Equity Arbitrage Fund - Growth	35.0898
ICICI Prudential Equity Arbitrage Fund - IDCW	15.2195
Invesco India Arbitrage Fund - Direct Plan - Annual Bonus	35.3942
Invesco India Arbitrage Fund - Direct Plan - Growth Option	35.4051
Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment)	19.2255
Invesco India Arbitrage Fund - Regular Plan - Growth Option	32.6516
Invesco India Arbitrage Fund - Regular Plan - IDCW (Payout / Reinvestment)	17.4257
