Scheme Name	Net Asset Value
ITI Arbitrage Fund - Direct Plan - Growth Option	13.8809
ITI Arbitrage Fund - Direct Plan - IDCW Option	13.8809
ITI Arbitrage Fund - Regular Plan - Growth Option	13.2527
ITI Arbitrage Fund - Regular Plan - IDCW Option	13.2527
JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units	18.293
JM Arbitrage Fund (Direct) - Annual IDCW	16.2069
JM Arbitrage Fund (Direct) - Bonus Option - Principal Units	19.0594
JM Arbitrage Fund (Direct) - Growth Option	35.6146
JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units	33.8717
JM Arbitrage Fund (Direct) - Half Yearly IDCW	16.4719
JM Arbitrage Fund (Direct) - Monthly IDCW	14.3814
JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units	33.8816
JM Arbitrage Fund (Direct) - Quarterly IDCW	16.9235
JM Arbitrage Fund (Direct)- IDCW	16.7829
JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units	32.106
JM Arbitrage Fund (Regular) - Annual IDCW	14.7134
JM Arbitrage Fund (Regular) - Bonus Option - Principal Units	18.1053
JM Arbitrage Fund (Regular) - Growth Option	33.3033
JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units	32.1609
JM Arbitrage Fund (Regular) - Half Yearly IDCW	14.8201
JM Arbitrage Fund (Regular) - IDCW	15.4573
JM Arbitrage Fund (Regular) - Monthly IDCW	13.0936
JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units	32.1609
JM Arbitrage Fund (Regular) - Quarterly IDCW	15.0398
Kotak  Arbitrage Fund - Direct Plan - IDCW -Payout &  Reinvestment of Income Distribution cum capital withdrawal option	11.2016
Kotak Arbitrage Fund - Direct Plan - Growth	41.056
Kotak Arbitrage Fund - Regular Plan - Growth	38.3268
Kotak Arbitrage Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option	10.7195
LIC MF Arbitrage Fund-Direct Plan-Growth	14.7997
LIC MF Arbitrage Fund-Direct Plan-Monthly IDCW	13.4552
LIC MF Arbitrage Fund-Direct Plan-Weekly IDCW	13.9073
LIC MF Arbitrage Fund-Regular Plan-Growth	14.1181
LIC MF Arbitrage Fund-Regular Plan-Monthly IDCW	13.7935
LIC MF Arbitrage Fund-Regular Plan-Weekly IDCW	13.7056
Mahindra Manulife Arbitrage Fund - Direct Plan - IDCW	13.1494
Mahindra Manulife Arbitrage Fund - Direct Plan -Growth	13.1494
Mahindra Manulife Arbitrage Fund - Regular Plan - Growth	12.5944
Mahindra Manulife Arbitrage Fund - Regular Plan - IDCW	12.5944
Mirae Asset Arbitrage Fund Direct Growth	13.849
Mirae Asset Arbitrage Fund Direct IDCW	13.829
Mirae Asset Arbitrage Fund Regular Growth	13.306
Mirae Asset Arbitrage Fund Regular IDCW	13.306
Motilal Oswal Arbitrage Fund-Direct Plan-Growth	10.6878
Motilal Oswal Arbitrage Fund-Direct Plan-IDCW	10.6878
Motilal Oswal Arbitrage Fund-Regular Plan-Growth	10.5994
Motilal Oswal Arbitrage Fund-Regular Plan-IDCW	10.5994
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option	18.1060
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option	15.3912
Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option	29.4062
Nippon India Arbitrage Fund - Growth Plan - Growth Option	27.1386
NIPPON INDIA ARBITRAGE FUND - IDCW Option	16.2641
NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option	14.1459
NJ Arbitrage Fund - Direct Plan - Growth Option	12.5202
NJ Arbitrage Fund - Regular Plan - Growth Option	12.2315
Old Bridge Arbitrage Fund - Direct - IDCW Payout	10.0220
Old Bridge Arbitrage Fund Direct Growth	10.0220
Old Bridge Arbitrage Fund Regular Growth	10.0185
Old Bridge Arbitrage Fund Regular IDCW Payout	10.0185
PGIM India Arbitrage Fund - Direct Plan - Annual Dividend	11.7225
PGIM India Arbitrage Fund - Direct Plan - Growth	20.0912
PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option	11.0011
PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend	11.3869
PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend	10.9435
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend	12.5682
PGIM India Arbitrage Fund - Regular Plan - Annual Dividend	11.4278
PGIM India Arbitrage Fund - Regular Plan - Growth	18.7468
PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend	11.2105
PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend	10.7541
PGIM India Arbitrage Fund - Regular Plan - Regular Dividend	11.8511
Parag Parikh Arbitrage Fund - Direct Plan Growth	11.5513
Parag Parikh Arbitrage Fund - Regular Plan Growth	11.4681
quant Arbitrage Fund - Growth Option - Direct Plan	10.454
quant Arbitrage Fund - Growth Option - Regular Plan	10.4166
quant Arbitrage Fund - IDCW Option - Direct Plan	10.4508
quant Arbitrage Fund - IDCW Option - Regular Plan	10.4168
Samco Arbitrage Fund - Direct Plan - Growth	10.53
Samco Arbitrage Fund - Regular Plan - Growth	10.43
SBI Arbitrage Opportunities Fund - Direct Plan - Gr	36.8593
SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.9156
SBI Arbitrage Opportunities Fund - Regular Plan - Gr	34.5991
SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.1953
Sundaram Arbitrage Fund (Formerly Know as Principal Arbitrage Fund) - Regular Plan - Growth	14.7623
Sundaram Arbitrage Fund (Formerly Known as Principal Arbitrage Fund)- Regular Plan - Monthly Income Distribution CUM Capital Withdrawal	12.9792
Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth	15.6257
Sundaram Arbitrage Fund( Formerly Known as Principal Arbitrage Fund) - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal	13.5109
TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option	14.8895
TATA Arbitrage Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option	14.8895
TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option	14.0395
TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option	14.0395
Tata Arbitrage Fund-Direct Plan-Growth	15.4992
Tata Arbitrage Fund-Regular Plan-Growth	14.6874
THE WEALTH COMPANY ARBITRAGE FUND DIRECT GROWTH	10.07
THE WEALTH COMPANY ARBITRAGE FUND DIRECT IDCW	10.07
THE WEALTH COMPANY ARBITRAGE FUND REGULAR GROWTH	10.07
THE WEALTH COMPANY ARITRAGE FUND REGULAR IDCW	10.07
TRUSTMF ARBITRAGE FUND -DIRECT PLAN-GROWTH	10.1479
TRUSTMF ARBITRAGE FUND -REGULAR PLAN-GROWTH	10.1276
Union Arbitrage Fund - Direct Plan - Growth Option	14.8783
Union Arbitrage Fund - Direct Plan - IDCW Option	14.5251
Union Arbitrage Fund - Regular Plan - Growth Option	14.3420
Union Arbitrage Fund - Regular Plan - IDCW Option	14.0039
UTI Arbitrage Fund - Direct Plan - Growth Option	38.2371
UTI Arbitrage Fund - Direct Plan - IDCW	22.367
UTI Arbitrage Fund - Regular Plan - Growth Option	35.8601
UTI Arbitrage Fund - Regular Plan - IDCW	20.2583
WhiteOak Capital Arbitrage Fund Direct Plan Growth	10.899
WhiteOak Capital Arbitrage Fund Regular Plan Growth	10.801
360 ONE Balanced Hybrid Fund - Direct Plan - IDCW	13.3046
360 ONE Balanced Hybrid Fund - Regular Plan - Growth	12.8807
360 ONE Balanced Hybrid Fund- Direct Plan - Growth	13.3046
360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW	12.8807
NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option	47.1213
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option	9.6826
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option	207.0760
NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option	33.2420
Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option	182.0459
Nippon India Balanced Advantage Fund-Growth Plan-Growth Option	182.0459
WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth	13.784
WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth	13.361
Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW	27.443
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan	77.1181
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan	68.7893
Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW	16.7504
Axis Conservative Hybrid Fund - Direct Plan - Annual IDCW	16.8936
Axis Conservative Hybrid Fund - Direct Plan - Growth Option	35.9619
Axis Conservative Hybrid Fund - Direct Plan - Half Yearly	13.7454
Axis Conservative Hybrid Fund - Direct Plan - Quarterly	13.3615
Axis Conservative Hybrid Fund - Regular Plan - Annual IDCW	14.2757
Axis Conservative Hybrid Fund - Regular Plan - Growth Option	30.6102
Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW	13.0564
Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	10.9412
BANDHAN Conservative Hybrid Fund - Regular Plan - Growth	32.6436
BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW	11.5731
BANDHAN Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	14.0463
BANDHAN Conservative Hybrid Fund-Direct Plan-Growth	36.6678
BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW	13.5849
BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW	16.7701
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option	56.0883
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option	13.4935
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option	13.1217
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option	45.7676
BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option	11.0565
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option	11.2451
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION	113.0371
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	16.5865
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)	16.6894
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION	98.0917
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	13.0416
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)	14.0001
DSP Regular Savings Fund - Direct Plan - Growth	67.6423
DSP Regular Savings Fund - Direct Plan - IDCW - Monthly	14.4975
DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly	14.3556
DSP Regular Savings Fund - Regular Plan - IDCW - Monthly	11.4358
DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly	11.7835
DSP Regular Savings Fund- Regular Plan - Growth	59.9238
Franklin India Conservative Hybrid Fund - Direct - GROWTH	101.9460
Franklin India Conservative Hybrid Fund - Growth	92.5425
Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly - IDCW	15.0142
Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly - IDCW	14.2466
Franklin India Conservative Hybrid Fund - Plan A - Monthly - IDCW	13.1701
Franklin India Conservative Hybrid Fund - Plan A - Quarterly - IDCW	12.3276
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan	0.0000
HDFC Hybrid Debt Fund - Growth Option - Direct Plan	89.1614
HDFC Hybrid Debt Fund - Growth Plan	83.6283
HDFC Hybrid Debt Fund - IDCW Monthly	14.1448
HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan	15.8231
HDFC Hybrid Debt Fund - IDCW Quarterly	15.0434
HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan	16.8135
HSBC Conservative Hybrid Fund - Direct Growth	69.5012
HSBC Conservative Hybrid Fund - Direct Monthly IDCW	17.5927
HSBC Conservative Hybrid Fund - Direct Quarterly IDCW	15.3678
HSBC Conservative Hybrid Fund - Regular Growth	61.9094
HSBC Conservative Hybrid Fund - Regular Monthly IDCW	13.1553
HSBC Conservative Hybrid Fund - Regular Quarterly IDCW	17.4715
ICICI Prudential Regular Savings Fund - Direct Plan - Bonus	46.3924
ICICI Prudential Regular Savings Fund - Direct Plan - Growth	85.9415
ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW	16.6599
ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW	16.3764
ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW	15.1048
ICICI Prudential Regular Savings Fund - Plan - Bonus	18.3554
ICICI Prudential Regular Savings Fund - Plan - Growth	77.8993
ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW	12.9889
ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW	13.8338
ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW	12.2369
Kotak Debt Hybrid - Growth	59.6194
Kotak Debt Hybrid - Growth - Direct	69.1359
Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option	12.8331
Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct	14.0533
LIC MF Conservative Hybrid Fund-Direct Plan-Growth	93.1637
LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW	13.5489
LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW	18.604
LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW	14.9781
LIC MF Conservative Hybrid Fund-Regular Plan-Growth	83.7163
LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW	13.1307
LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW	14.7053
LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW	12.5679
NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option	0.0000
NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option	0.0000
NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - MONTHLY IDCW Option	11.7041
NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - QUARTERLY IDCW Option	13.1384
Nippon India Conservative Hybrid  Fund - Direct Plan Growth Plan - Growth Option	66.3345
NIPPON INDIA CONSERVATIVE HYBRID  FUND - MONTHLY IDCW Option	11.2847
NIPPON INDIA CONSERVATIVE HYBRID  FUND - QUARTERLY IDCW Option	12.4751
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option	4.0808
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend Plan	1.0786
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Growth Plan	3.8398
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Monthly Dividend Plan	0.9969
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Quarterly Dividend Plan	1.0493
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option	0.0000
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Conservative Hybrid  Fund-Growth Plan	59.9269
NIPPON INDIA CONSERVATIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
Nippon India Conservative Hybrid Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Plan	1.0860
Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth	15.5766
Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW	11.1021
Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth	15.3682
Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW	10.8801
SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	24.9809
SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	32.6047
SBI Conservative Hybrid Fund - Direct Plan - Growth	81.7606
SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	28.9563
SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	26.3525
SBI Conservative Hybrid Fund - Regular Plan - Growth	74.7086
SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	22.1822
SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	21.5469
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth	33.0961
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - IDCW	13.6387
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	21.4578
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan -Income Distribution cum Capital Withdrawal (IDCW)	20.7940
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Growth	29.9071
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	13.4752
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW)	18.6763
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan- Income Distribution cum Capital Withdrawal (IDCW)	19.2742
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option	4.08
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Monthly Payment Option	4.0131
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Growth Option	3.8396
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Monthly Payment Option	3.8416
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	3.4135
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Monthly IDCW	1.4527
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	3.1928
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Monthly IDCW	1.3512
UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option	70.7414
UTI Conservative Hybrid Fund - Direct Plan - Flexi IDCW	51.2283
UTI Conservative Hybrid Fund - Direct Plan - Growth Option	76.6975
UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW	19.8547
UTI Conservative Hybrid Fund - Direct Plan - Monthly Payment Option	75.4475
UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW	46.1278
UTI Conservative Hybrid Fund - Regular Plan - Growth Option	70.7052
UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW	17.5697
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option	124.99
Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option	109.69
Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW	30.67
Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW	26.88
Axis Balanced Advantage Fund - Direct Plan - Growth	24.28
Axis Balanced Advantage Fund - Direct Plan - IDCW	15.24
Axis Balanced Advantage Fund - Regular Plan - Growth	21.70
Axis Balanced Advantage Fund - Regular Plan - IDCW	14.06
Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth	12.200
Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW	12.200
Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth	11.839
Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW	11.839
BANDHAN Balanced Advantage Fund Direct Plan Growth	28.962
BANDHAN Balanced Advantage Fund Direct Plan IDCW	17.356
BANDHAN Balanced Advantage Fund Regular Plan Growth	24.935
